Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,FamilySize,FarePerPerson,IsAlone,AgeGroup_Teenager,AgeGroup_Young,AgeGroup_Adult,AgeGroup_Old,Age_Scaled
0,3,1,22.0,1,0,0.014151057562208049,0,1,2,0.0070755287811040245,0,0,1,0,0,-0.5657364610748746
1,1,0,38.0,1,0,0.13913573538264068,0,0,2,0.06956786769132034,0,0,0,1,0,0.6638610320657843
1,3,0,26.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,1,0,0,-0.2583370877897099
1,1,0,35.0,1,0,0.10364429745562033,0,1,2,0.051822148727810165,0,0,0,1,0,0.4333115021019107
0,3,1,35.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,0,1,0,0.4333115021019107
0,3,1,28.0,0,0,0.01650950209357577,1,0,1,0.01650950209357577,0,0,1,0,0,-0.10463740114712752
0,1,1,54.0,0,0,0.10122885832000206,0,1,1,0.10122885832000206,0,0,0,0,1,1.893458525206443
0,3,1,2.0,3,1,0.04113566043083236,0,1,5,0.008227132086166471,0,0,0,0,0,-2.1027333275006983
1,3,0,27.0,0,2,0.021730754366528396,0,1,3,0.007243584788842798,0,0,1,0,0,-0.1814872444684187
1,2,0,14.0,1,0,0.058694292654020104,0,0,2,0.029347146327010052,0,1,0,0,0,-1.180535207645204
1,3,0,4.0,1,1,0.03259622914329302,0,1,3,0.010865409714431007,0,0,0,0,0,-1.949033640858116
1,1,0,58.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,0,1,2.200857898491608
0,3,1,20.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.719436147717457
0,3,1,39.0,1,5,0.06104473451835265,0,1,7,0.008720676359764664,0,0,0,1,0,0.7407108753870755
0,3,0,14.0,0,0,0.015330377421392339,0,1,1,0.015330377421392339,0,1,0,0,0,-1.180535207645204
1,2,0,55.0,0,0,0.03122992013728673,0,1,1,0.03122992013728673,0,0,0,0,1,1.9703083685277343
0,3,1,2.0,4,1,0.05684821399990475,1,0,6,0.009474702333317458,0,0,0,0,0,-2.1027333275006983
1,2,1,28.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.10463740114712752
0,3,0,31.0,1,0,0.03513366015444757,0,1,2,0.017566830077223785,0,0,0,1,0,0.12591212881674602
1,3,0,28.0,0,0,0.014102260811993537,0,0,1,0.014102260811993537,0,0,1,0,0,-0.10463740114712752
0,2,1,35.0,0,0,0.050748620223090936,0,1,1,0.050748620223090936,0,0,0,1,0,0.4333115021019107
1,2,1,34.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.35646165878061953
1,3,0,15.0,0,0,0.015671954672893913,1,0,1,0.015671954672893913,0,1,0,0,0,-1.1036853643239128
1,1,1,28.0,0,0,0.06929138530460494,0,1,1,0.06929138530460494,0,0,1,0,0,-0.10463740114712752
0,3,0,8.0,3,1,0.04113566043083236,0,1,5,0.008227132086166471,0,0,0,0,0,-1.6416342675729512
1,3,0,38.0,1,5,0.06126431989431795,0,1,7,0.008752045699188278,0,0,0,1,0,0.6638610320657843
0,3,1,28.0,0,0,0.014102260811993537,0,0,1,0.014102260811993537,0,0,1,0,0,-0.10463740114712752
0,1,1,19.0,3,2,0.5133418122566507,0,1,6,0.08555696870944177,0,0,1,0,0,-0.7962859910387481
1,3,0,28.0,0,0,0.01537917417160685,1,0,1,0.01537917417160685,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,1,1,40.0,0,0,0.05410739813385612,0,0,1,0.05410739813385612,0,0,0,1,0,0.8175607187083667
1,1,0,28.0,1,0,0.2859895551532101,0,0,2,0.14299477757660506,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,2,1,66.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,0,0,1,2.8156566450619374
0,1,1,28.0,1,0,0.16038672010106003,0,0,2,0.08019336005053002,0,0,1,0,0,-0.10463740114712752
0,1,1,42.0,1,0,0.10149724044618187,0,1,2,0.050748620223090936,0,0,0,1,0,0.9712604053509489
1,3,1,28.0,0,0,0.014110458666029575,0,0,1,0.014110458666029575,0,0,1,0,0,-0.10463740114712752
0,3,1,21.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.6425863043961658
0,3,0,18.0,2,0,0.03513366015444757,0,1,3,0.011711220051482523,0,1,0,0,0,-0.8731358343600393
1,3,0,14.0,1,0,0.021942337075458514,0,0,2,0.010971168537729257,0,1,0,0,0,-1.180535207645204
0,3,0,40.0,1,0,0.018493968331299484,0,1,2,0.009246984165649742,0,0,0,1,0,0.8175607187083667
0,2,0,27.0,1,0,0.04098927018018883,0,1,2,0.020494635090094415,0,0,1,0,0,-0.1814872444684187
0,3,1,28.0,0,0,0.015411575213749286,0,0,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
1,2,0,3.0,1,2,0.08115719346076702,0,0,4,0.020289298365191756,0,0,0,0,0,-2.025883484179407
1,3,0,19.0,0,0,0.01537917417160685,1,0,1,0.01537917417160685,0,0,1,0,0,-0.7962859910387481
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,1,0,0.030253985132996517,1,0,2,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,2,0,0.04231498029001666,0,0,3,0.014104993430005552,0,0,1,0,0,-0.10463740114712752
0,3,0,18.0,1,0,0.034743286152731485,0,1,2,0.017371643076365743,0,1,0,0,0,-0.8731358343600393
0,3,1,7.0,4,1,0.07746484096553544,0,1,6,0.012910806827589239,0,0,0,0,0,-1.7184841108942424
0,3,1,21.0,0,0,0.01522458606692728,0,1,1,0.01522458606692728,0,0,1,0,0,-0.6425863043961658
1,1,0,49.0,1,0,0.1497654242623688,0,0,2,0.0748827121311844,0,0,0,1,0,1.5092093085999871
1,2,0,29.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,1,0,0,-0.027787557825836348
0,1,1,65.0,0,1,0.1209753416358076,0,0,2,0.0604876708179038,0,0,0,0,1,2.738806801740646
1,1,1,28.0,0,0,0.06929138530460494,0,1,1,0.06929138530460494,0,0,1,0,0,-0.10463740114712752
1,2,0,21.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,1,0,0,-0.6425863043961658
0,3,1,28.5,0,0,0.014110458666029575,0,0,1,0.014110458666029575,0,0,1,0,0,-0.06621247948648194
1,2,0,5.0,1,2,0.05416439273810667,0,1,4,0.013541098184526668,0,0,0,0,0,-1.8721837975368247
0,3,1,11.0,5,2,0.09154270340242172,0,1,8,0.011442837925302715,0,1,0,0,0,-1.4110847376090776
0,3,1,22.0,0,0,0.014110458666029575,0,0,1,0.014110458666029575,0,0,1,0,0,-0.5657364610748746
1,1,0,38.0,0,0,0.15614960068643363,0,1,1,0.15614960068643363,0,0,0,1,0,0.6638610320657843
0,1,1,45.0,1,0,0.16293234896625058,0,1,2,0.08146617448312529,0,0,0,1,0,1.2018099353148226
0,3,1,4.0,3,2,0.05445717323939373,0,1,6,0.009076195539898954,0,0,0,0,0,-1.949033640858116
0,1,1,28.0,0,0,0.05410739813385612,0,0,1,0.05410739813385612,0,0,1,0,0,-0.10463740114712752
1,3,1,28.0,1,1,0.029757819776815374,0,0,3,0.009919273258938457,0,0,1,0,0,-0.10463740114712752
1,2,0,29.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,1,0,0,-0.027787557825836348
0,3,1,19.0,0,0,0.015923941091001644,0,1,1,0.015923941091001644,0,0,1,0,0,-0.7962859910387481
1,3,0,17.0,4,2,0.015468569817999833,0,1,7,0.0022097956882856902,0,1,0,0,0,-0.9499856776813305
0,3,1,26.0,2,0,0.016908073949327893,0,1,3,0.005636024649775964,0,0,1,0,0,-0.2583370877897099
0,2,1,32.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,0,1,0,0.20276197213803718
0,3,0,16.0,5,2,0.09154270340242172,0,1,8,0.011442837925302715,0,1,0,0,0,-1.0268355210026217
0,2,1,21.0,0,0,0.1434624456306609,0,1,1,0.1434624456306609,0,0,1,0,0,-0.6425863043961658
0,3,1,26.0,1,0,0.028212719478023115,0,0,2,0.014106359739011557,0,0,1,0,0,-0.2583370877897099
1,3,1,32.0,0,0,0.11027245763075773,0,1,1,0.11027245763075773,0,0,0,1,0,0.20276197213803718
0,3,1,25.0,0,0,0.014931805565640218,0,1,1,0.014931805565640218,0,0,1,0,0,-0.33518693111100106
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,2,1,0.83,0,2,0.056604230248832196,0,1,3,0.018868076749610732,0,0,0,0,0,-2.192647644186609
1,3,0,30.0,0,0,0.024349578357040744,0,1,1,0.024349578357040744,0,0,1,0,0,0.04906228549545483
0,3,1,22.0,0,0,0.017566830077223785,0,1,1,0.017566830077223785,0,0,1,0,0,-0.5657364610748746
1,3,1,29.0,0,0,0.018542765081513996,0,1,1,0.018542765081513996,0,0,1,0,0,-0.027787557825836348
1,3,0,28.0,0,0,0.015200187691820024,1,0,1,0.015200187691820024,0,0,1,0,0,-0.10463740114712752
0,1,1,28.0,0,0,0.09193307740413781,0,1,1,0.09193307740413781,0,0,1,0,0,-0.10463740114712752
1,2,0,17.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,1,0,0,0,-0.9499856776813305
1,3,0,33.0,3,0,0.030937139635999665,0,1,4,0.007734284908999916,0,0,0,1,0,0.27961181545932834
0,3,1,16.0,1,3,0.06709553154495196,0,1,5,0.01341910630899039,0,1,0,0,0,-1.0268355210026217
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
1,1,0,23.0,3,2,0.5133418122566507,0,1,6,0.08555696870944177,0,0,1,0,0,-0.48888661775358344
0,3,1,24.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.41203677443229225
0,3,1,29.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.027787557825836348
0,3,1,20.0,0,0,0.015330377421392339,0,1,1,0.015330377421392339,0,0,1,0,0,-0.719436147717457
0,1,1,46.0,1,0,0.11940564777490723,0,1,2,0.05970282388745361,0,0,0,1,0,1.2786597786361138
0,3,1,26.0,1,2,0.04015972542654215,0,1,4,0.010039931356635537,0,0,1,0,0,-0.2583370877897099
0,3,1,59.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,0,0,1,2.277707741812899
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
0,1,1,71.0,0,0,0.06764049365134761,0,0,1,0.06764049365134761,0,0,0,0,1,3.1999058616683933
1,1,1,23.0,0,1,0.12366716556464086,0,0,2,0.06183358278232043,0,0,1,0,0,-0.48888661775358344
1,2,0,34.0,0,1,0.044893010197349675,0,1,2,0.022446505098674838,0,0,0,1,0,0.35646165878061953
0,2,1,34.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,0,1,0,0.35646165878061953
0,3,0,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
0,1,1,21.0,0,1,0.15085515328815924,0,1,2,0.07542757664407962,0,0,1,0,0,-0.6425863043961658
0,3,1,33.0,0,0,0.016891873428256675,0,1,1,0.016891873428256675,0,0,0,1,0,0.27961181545932834
0,3,1,37.0,2,0,0.015468569817999833,0,1,3,0.005156189939333277,0,0,0,1,0,0.5870111887444931
0,3,1,28.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,1,0,0,-0.10463740114712752
1,3,0,21.0,0,0,0.014931805565640218,0,1,1,0.014931805565640218,0,0,1,0,0,-0.6425863043961658
1,3,1,28.0,0,0,0.015175789316712771,0,1,1,0.015175789316712771,0,0,1,0,0,-0.10463740114712752
0,3,1,38.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,0,1,0,0.6638610320657843
1,3,0,28.0,1,0,0.04713766070721715,1,0,2,0.023568830353608575,0,0,1,0,0,-0.10463740114712752
0,1,1,47.0,0,0,0.10149724044618187,0,1,1,0.10149724044618187,0,0,0,1,0,1.3555096219574048
0,3,0,14.5,1,0,0.028212719478023115,0,0,2,0.014106359739011557,0,1,0,0,0,-1.1421102859845584
0,3,1,22.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.5657364610748746
0,3,0,20.0,1,0,0.019177122834302632,0,1,2,0.009588561417151316,0,0,1,0,0,-0.719436147717457
0,3,0,17.0,0,0,0.028220722145058292,0,0,1,0.028220722145058292,0,1,0,0,0,-0.9499856776813305
0,3,1,21.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,1,0,0,-0.6425863043961658
0,3,1,70.5,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,0,0,1,3.1614809400077477
0,2,1,29.0,1,0,0.04098927018018883,0,1,2,0.020494635090094415,0,0,1,0,0,-0.027787557825836348
0,1,1,24.0,0,1,0.4831284260198326,0,0,2,0.2415642130099163,0,0,1,0,0,-0.41203677443229225
0,3,0,2.0,4,2,0.06104473451835265,0,1,7,0.008720676359764664,0,0,0,0,0,-2.1027333275006983
0,2,1,21.0,2,0,0.1434624456306609,0,1,3,0.0478208152102203,0,0,1,0,0,-0.6425863043961658
0,3,1,28.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,-0.10463740114712752
0,2,1,32.5,1,0,0.058694292654020104,0,0,2,0.029347146327010052,0,0,0,1,0,0.24118689379868277
1,2,0,32.5,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.24118689379868277
0,1,1,54.0,0,1,0.15085515328815924,0,1,2,0.07542757664407962,0,0,0,0,1,1.893458525206443
1,3,1,12.0,1,0,0.021942337075458514,0,0,2,0.010971168537729257,0,1,0,0,0,-1.3342348942877864
0,3,1,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,3,1,24.0,0,0,0.01393967004027879,0,1,1,0.01393967004027879,0,0,1,0,0,-0.41203677443229225
1,3,0,28.0,1,1,0.04364049521284362,0,0,3,0.014546831737614539,0,0,1,0,0,-0.10463740114712752
0,3,1,45.0,0,0,0.013614293309848433,0,1,1,0.013614293309848433,0,0,0,1,0,1.2018099353148226
0,3,1,33.0,0,0,0.015411575213749286,0,0,1,0.015411575213749286,0,0,0,1,0,0.27961181545932834
0,3,1,20.0,0,0,0.013760683560491965,0,1,1,0.013760683560491965,0,0,1,0,0,-0.719436147717457
0,3,0,47.0,1,0,0.028302115124416098,0,1,2,0.014151057562208049,0,0,0,1,0,1.3555096219574048
1,2,0,29.0,1,0,0.050748620223090936,0,1,2,0.025374310111545468,0,0,1,0,0,-0.027787557825836348
0,2,1,25.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.33518693111100106
0,2,1,23.0,0,0,0.02936744577509929,0,0,1,0.02936744577509929,0,0,1,0,0,-0.48888661775358344
1,1,0,19.0,0,2,0.051301584996521765,0,1,3,0.017100528332173924,0,0,1,0,0,-0.7962859910387481
0,1,1,37.0,1,0,0.10364429745562033,0,1,2,0.051822148727810165,0,0,0,1,0,0.5870111887444931
0,3,1,16.0,0,0,0.01798980030808316,0,1,1,0.01798980030808316,0,1,0,0,0,-1.0268355210026217
0,1,1,24.0,0,0,0.15458810467956932,0,0,1,0.15458810467956932,0,0,1,0,0,-0.41203677443229225
0,3,0,28.0,0,2,0.029757819776815374,0,0,3,0.009919273258938457,0,0,1,0,0,-0.10463740114712752
1,3,0,22.0,0,0,0.015126992566498259,0,1,1,0.015126992566498259,0,0,1,0,0,-0.5657364610748746
1,3,0,24.0,1,0,0.030937139635999665,0,1,2,0.015468569817999833,0,0,1,0,0,-0.41203677443229225
0,3,1,19.0,0,0,0.013175122557917838,1,0,1,0.013175122557917838,0,0,1,0,0,-0.7962859910387481
0,2,1,18.0,0,0,0.022446505098674838,0,1,1,0.022446505098674838,0,1,0,0,0,-0.8731358343600393
0,2,1,19.0,1,1,0.07173122281533045,0,1,3,0.02391040760511015,0,0,1,0,0,-0.7962859910387481
1,3,1,27.0,0,0,0.015216388212891242,0,1,1,0.015216388212891242,0,0,1,0,0,-0.1814872444684187
0,3,0,9.0,2,2,0.06709553154495196,0,1,5,0.01341910630899039,0,0,0,0,0,-1.56478442425166
0,2,1,36.5,0,2,0.050748620223090936,0,1,3,0.01691620674103031,0,0,0,1,0,0.5485862670838475
0,2,1,42.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.9712604053509489
0,2,1,51.0,0,0,0.02444717185746977,0,1,1,0.02444717185746977,0,0,0,0,1,1.6629089952425695
1,1,0,22.0,1,0,0.12999454257145598,0,1,2,0.06499727128572799,0,0,1,0,0,-0.5657364610748746
0,3,1,55.5,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,0,0,1,2.00873329018838
0,3,1,40.5,0,2,0.028302115124416098,0,1,3,0.009434038374805366,0,0,0,1,0,0.8559856403690123
0,3,1,28.0,0,0,0.014273049437744325,0,1,1,0.014273049437744325,0,0,1,0,0,-0.10463740114712752
0,1,1,51.0,0,1,0.11980421963065935,0,0,2,0.059902109815329674,0,0,0,0,1,1.6629089952425695
1,3,0,16.0,0,0,0.015094396337354966,1,0,1,0.015094396337354966,0,1,0,0,0,-1.0268355210026217
0,3,1,30.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,0,1,0,0,0.04906228549545483
0,3,1,28.0,0,0,0.016908073949327893,0,1,1,0.016908073949327893,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,8,2,0.13575255909676825,0,1,11,0.01234114173606984,0,0,1,0,0,-0.10463740114712752
0,3,1,44.0,0,1,0.031425107138144774,0,1,2,0.015712553569072387,0,0,0,1,0,1.1249600919935314
1,2,0,40.0,0,0,0.030741952635141623,0,1,1,0.030741952635141623,0,0,0,1,0,0.8175607187083667
0,3,1,26.0,0,0,0.015175789316712771,0,1,1,0.015175789316712771,0,0,1,0,0,-0.2583370877897099
0,3,1,17.0,0,0,0.016908073949327893,0,1,1,0.016908073949327893,0,1,0,0,0,-0.9499856776813305
0,3,1,1.0,4,1,0.07746484096553544,0,1,6,0.012910806827589239,0,0,0,0,0,-2.1795831708219895
1,3,1,9.0,0,2,0.04006213192611313,0,1,3,0.013354043975371042,0,0,0,0,0,-1.56478442425166
1,1,0,28.0,0,1,0.10735285047192313,0,1,2,0.05367642523596156,0,0,1,0,0,-0.10463740114712752
0,3,0,45.0,1,4,0.05445717323939373,0,1,6,0.009076195539898954,0,0,0,1,0,1.2018099353148226
0,1,1,28.0,0,0,0.050602229972447406,0,1,1,0.050602229972447406,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,0,0,0.11027245763075773,0,1,1,0.11027245763075773,0,0,1,0,0,-0.10463740114712752
0,1,1,61.0,0,0,0.06538764528744409,0,1,1,0.06538764528744409,0,0,0,0,1,2.4314074284554814
0,3,1,4.0,4,1,0.05684821399990475,1,0,6,0.009474702333317458,0,0,0,0,0,-1.949033640858116
1,3,0,1.0,1,1,0.021730754366528396,0,1,3,0.007243584788842798,0,0,0,0,0,-2.1795831708219895
0,3,1,21.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,1,0,0,-0.6425863043961658
0,1,1,56.0,0,0,0.05991421140938287,0,0,1,0.05991421140938287,0,0,0,0,1,2.0471582118490255
0,3,1,18.0,1,1,0.015330377421392339,0,1,3,0.005110125807130779,0,1,0,0,0,-0.8731358343600393
0,3,1,28.0,3,1,0.049707687947515,0,1,5,0.009941537589502999,0,0,1,0,0,-0.10463740114712752
0,1,0,50.0,0,0,0.05604306762136532,0,0,1,0.05604306762136532,0,0,0,1,0,1.5860591519212783
0,2,1,30.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,0.04906228549545483
0,3,1,36.0,0,0,0.0,0,1,1,0.0,0,0,0,1,0,0.5101613454232019
0,3,0,28.0,8,2,0.13575255909676825,0,1,11,0.01234114173606984,0,0,1,0,0,-0.10463740114712752
0,2,1,28.0,0,0,0.02937564362913533,0,0,1,0.02937564362913533,0,0,1,0,0,-0.10463740114712752
0,3,1,9.0,4,2,0.06126431989431795,0,1,7,0.008752045699188278,0,0,0,0,0,-1.56478442425166
1,2,1,1.0,2,1,0.07612293033463641,0,1,4,0.019030732583659102,0,0,0,0,0,-2.1795831708219895
1,3,0,4.0,0,2,0.04298993693898376,0,1,3,0.014329978979661253,0,0,0,0,0,-1.949033640858116
0,1,1,28.0,0,0,0.09759350042902103,0,1,1,0.09759350042902103,0,0,1,0,0,-0.10463740114712752
1,3,0,28.0,1,0,0.030253985132996517,1,0,2,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
1,1,1,45.0,0,0,0.051822148727810165,0,1,1,0.051822148727810165,0,0,0,1,0,1.2018099353148226
0,3,1,40.0,1,1,0.030253985132996517,1,0,3,0.01008466171099884,0,0,0,1,0,0.8175607187083667
0,3,1,36.0,0,0,0.015411575213749286,0,1,1,0.015411575213749286,0,0,0,1,0,0.5101613454232019
1,2,0,32.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,0,1,0,0.20276197213803718
0,2,1,19.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.7962859910387481
1,3,0,19.0,1,0,0.015330377421392339,0,1,2,0.007665188710696169,0,0,1,0,0,-0.7962859910387481
1,2,1,3.0,1,1,0.050748620223090936,0,1,3,0.01691620674103031,0,0,0,0,0,-2.025883484179407
1,1,0,44.0,0,0,0.05410739813385612,0,0,1,0.05410739813385612,0,0,0,1,0,1.1249600919935314
1,1,0,58.0,0,0,0.2859895551532101,0,0,1,0.2859895551532101,0,0,0,0,1,2.200857898491608
0,3,1,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,3,1,42.0,0,1,0.01640390592611157,0,1,2,0.008201952963055785,0,0,0,1,0,0.9712604053509489
1,3,0,28.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,0,1,0,0,-0.10463740114712752
0,2,0,24.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,-0.41203677443229225
0,3,1,28.0,0,0,0.018542765081513996,0,1,1,0.018542765081513996,0,0,1,0,0,-0.10463740114712752
0,3,1,28.0,8,2,0.13575255909676825,0,1,11,0.01234114173606984,0,0,1,0,0,-0.10463740114712752
0,3,1,34.0,0,0,0.012678957201736696,0,1,1,0.012678957201736696,0,0,0,1,0,0.35646165878061953
0,3,1,45.5,0,0,0.014102260811993537,0,0,1,0.014102260811993537,0,0,0,1,0,1.2402348569754682
1,3,1,18.0,0,0,0.015712553569072387,0,1,1,0.015712553569072387,0,1,0,0,0,-0.8731358343600393
0,3,0,2.0,0,1,0.02042143996477265,0,1,2,0.010210719982386325,0,0,0,0,0,-2.1027333275006983
0,3,1,32.0,1,0,0.030937139635999665,0,1,2,0.015468569817999833,0,0,0,1,0,0.20276197213803718
1,3,1,26.0,0,0,0.036670757786204655,0,0,1,0.036670757786204655,0,0,1,0,0,-0.2583370877897099
1,3,0,16.0,0,0,0.015126992566498259,1,0,1,0.015126992566498259,0,1,0,0,0,-1.0268355210026217
1,1,1,40.0,0,0,0.060507970265993034,0,0,1,0.060507970265993034,0,0,0,1,0,0.8175607187083667
0,3,1,24.0,0,0,0.013760683560491965,0,1,1,0.013760683560491965,0,0,1,0,0,-0.41203677443229225
1,2,0,35.0,0,0,0.04098927018018883,0,1,1,0.04098927018018883,0,0,0,1,0,0.4333115021019107
0,3,1,22.0,0,0,0.014151057562208049,0,1,1,0.014151057562208049,0,0,1,0,0,-0.5657364610748746
0,2,1,30.0,0,0,0.025374310111545468,0,1,1,0.025374310111545468,0,0,1,0,0,0.04906228549545483
0,3,1,28.0,1,0,0.015126992566498259,1,0,2,0.007563496283249129,0,0,1,0,0,-0.10463740114712752
1,1,0,31.0,1,0,0.22109807522194713,0,0,2,0.11054903761097357,0,0,0,1,0,0.12591212881674602
1,3,0,27.0,0,0,0.015468569817999833,0,1,1,0.015468569817999833,0,0,1,0,0,-0.1814872444684187
0,2,1,42.0,1,0,0.05270049023167135,0,1,2,0.026350245115835676,0,0,0,1,0,0.9712604053509489
1,1,0,32.0,0,0,0.14891148113361488,0,0,1,0.14891148113361488,0,0,0,1,0,0.20276197213803718
0,2,1,30.0,0,0,0.020494635090094415,0,1,1,0.020494635090094415,0,0,1,0,0,0.04906228549545483
